county_fips,county_name,total_2008,dem_2008,gop_2008,oth_2008,total_2012,dem_2012,gop_2012,oth_2012,total_2016,dem_2016,gop_2016,oth_2016,per_dem_2008,per_gop_2008,per_oth_2008,per_dem_2012,per_gop_2012,per_oth_2012,per_dem_2016,per_gop_2016,per_oth_2016,delta_per_dem_2012,delta_per_gop_2012,delta_per_oth_2012,delta_per_dem_2016,delta_per_gop_2016,delta_per_oth_2016,votes_dem_x,votes_gop_x,total_votes_x,per_dem_x,per_gop_x,per_dem_2020,per_gop_2020,per_oth_2020,votes_dem_y,votes_gop_y,total_votes_y,per_dem_y,per_gop_y,per_dem_2024,per_gop_2024,per_oth_2024,delta_per_dem_2020,delta_per_gop_2020,delta_per_oth_2020,delta_per_dem_2024,delta_per_gop_2024,delta_per_oth_2024
01001,Autauga County,23641,6093,17403,145,23909,6354,17366,189,24661,5908,18110,643,25.773021445793326,73.61363732498624,0.6133412292204221,26.57576644778117,72.63373624994772,0.7904973022711114,23.956854953164918,73.43578930294797,2.6073557438871093,0.8027450019878444,-0.9799010750385264,0.17715607305068926,-2.6189114946162526,0.8020530530002503,1.8168584416159979,7503.0,19838.0,27770.0,0.2701836514223982,0.714368023046453,27.01836514223982,71.4368023046453,1.5448325531148868,7439.0,20484.0,28190.0,0.2638879035118836,0.7266406527137282,26.388790351188362,72.66406527137282,0.9471443774388177,3.0615101890749017,-1.9989869983026693,-1.0625231907722226,-0.6295747910514571,1.2272629667275226,-0.597688175676069
01003,Baldwin County,81413,19386,61271,756,84988,18329,65772,887,94090,18409,72780,2901,23.811921928930268,75.25947944431479,0.9285986267549409,21.56657410457947,77.3897491410552,1.043676754365322,19.565309809756613,77.3514719948985,3.0832181953448825,-2.245347824350798,2.130269696740413,0.11507812761038116,-2.0012642948228567,-0.03827714615670175,2.0395414409795602,24578.0,83544.0,109679.0,0.22409029987509,0.7617137282433283,22.409029987509,76.17137282433283,1.4195971881581642,24934.0,95798.0,121808.0,0.204699198738999,0.7864672271115197,20.4699198738999,78.64672271115197,0.8833574149481365,2.843720177752388,-1.1800991705656685,-1.6636210071867183,-1.9391101136091002,2.4753498868191315,-0.5362397732100277
01005,Barbour County,11630,5697,5866,67,11459,5873,5539,47,10390,4848,5431,111,48.9853826311264,50.43852106620809,0.5760963026655203,51.252290775809406,48.3375512697443,0.4101579544462867,46.66025024061597,52.27141482194418,1.068334937439846,2.2669081446830077,-2.1009697964637866,-0.16593834821923353,-4.5920405351934335,3.933863552199874,0.6581769829935593,4816.0,5622.0,10518.0,0.4578817265639855,0.5345122646891044,45.78817265639855,53.45122646891044,0.7606008746910078,4158.0,5606.0,9832.0,0.4229048006509357,0.5701790073230268,42.290480065093575,57.017900732302685,0.6916192026037393,-0.872077584217422,1.1798116469662645,-0.3077340627488383,-3.4976925913049755,3.566674263392244,-0.06898167208726846
01007,Bibb County,8644,2299,6262,83,8391,2200,6131,60,8748,1874,6733,141,26.59648310967145,72.44331328088847,0.960203609440074,26.218567512811347,73.06638064593017,0.7150518412584912,21.422039323273893,76.96616369455876,1.6117969821673523,-0.37791559686010245,0.6230673650416918,-0.2451517681815828,-4.7965281895374545,3.899783048628592,0.8967451409088611,1986.0,7525.0,9595.0,0.2069828035435122,0.7842626367899947,20.69828035435122,78.42626367899948,0.875455966649298,1619.0,7572.0,9241.0,0.1751974894491938,0.8193918407098799,17.51974894491938,81.93918407098799,0.5410669840926232,-0.7237589689226738,1.460099984440717,-0.7363410155180543,-3.1785314094318373,3.5129203919885157,-0.3343889825566748
01009,Blount County,24267,3522,20389,356,23980,2961,20741,278,25384,2150,22808,426,14.513536901965631,84.01945028227634,1.4670128157580253,12.347789824854045,86.4929107589658,1.1592994161801502,8.469902300661834,89.85187519697448,1.6782225023636936,-2.165747077111586,2.4734604766894677,-0.30771339957787514,-3.877887524192211,3.3589644380086696,0.5189230861835434,2640.0,24711.0,27588.0,0.0956937799043062,0.8957155284906481,9.56937799043062,89.5715528490648,0.8590691605045748,2576.0,25354.0,28115.0,0.0916236884225502,0.9017961942023832,9.16236884225502,90.17961942023832,0.658011737506655,1.099475689768786,-0.28032234790967436,-0.8191533418591188,-0.4070091481756002,0.6080665711735236,-0.20105742299791984
01011,Bullock County,5415,4011,1391,13,5318,4058,1250,10,4701,3530,1139,32,74.07202216066482,25.687903970452446,0.24007386888273313,76.3068822865739,23.505077096652876,0.188040616773223,75.09040629653265,24.228887470750905,0.6807062327164433,2.23486012590908,-2.18282687379957,-0.052033252109510125,-1.2164759900412463,0.7238103740980293,0.4926656159432202,3446.0,1146.0,4613.0,0.7470192933015392,0.2484283546499024,74.70192933015392,24.84283546499024,0.45523520485584257,2983.0,1101.0,4106.0,0.7264978080857282,0.2681441792498782,72.64978080857281,26.814417924987822,0.5358012664393641,-0.3884769663787324,0.6139479942393358,-0.2254710278606007,-2.0521485215811026,1.971582459997581,0.08056606158352153
01013,Butler County,9709,4188,5485,36,9483,4367,5081,35,8685,3716,4891,78,43.13523534864559,56.49397466268411,0.3707899886703059,46.05082779711062,53.580090688600656,0.3690815142887272,42.78641335636154,56.31548647092689,0.8981001727115717,2.915592448465034,-2.913883974083454,-0.001708474381578673,-3.2644144407490785,2.7353957823262363,0.5290186584228445,3965.0,5458.0,9488.0,0.4178962900505902,0.5752529510961214,41.78962900505902,57.52529510961214,0.6850758853288426,3251.0,5172.0,8467.0,0.3839612613676627,0.6108420928309909,38.39612613676627,61.08420928309909,0.5196645801346378,-0.996784351302523,1.2098086386852458,-0.21302428738272916,-3.3935028682927495,3.5589141734869543,-0.16541130519420477
01015,Calhoun County,49242,16334,32348,560,46240,15500,30272,468,47376,13197,32803,1376,33.1708703951911,65.69188903781324,1.1372405669956542,33.52076124567474,65.46712802768167,1.0121107266435987,27.855876393110435,69.23969942586965,2.904424181019926,0.3498908504836393,-0.2247610101315729,-0.12512984035205554,-5.664884852564306,3.772571398187978,1.8923134543763271,15216.0,35101.0,50983.0,0.2984524253182433,0.6884843967597042,29.84524253182433,68.84843967597043,1.306317792205249,13194.0,34912.0,48530.0,0.2718730682052339,0.7193900679991758,27.18730682052339,71.93900679991758,0.8736863795590324,1.9893661387138941,-0.39125974989921986,-1.598106388814677,-2.65793571130094,3.090567123947153,-0.4326314126462165
01017,Chambers County,14956,6799,8067,90,14562,6853,7596,113,13778,5763,7803,212,45.46001604707141,53.93821877507355,0.6017651778550415,47.060843290756765,52.16316440049443,0.7759923087487982,41.82755116852954,56.633763971548845,1.538684859921614,1.6008272436853517,-1.7750543745791205,0.17422713089375674,-5.233292122227226,4.470599571054414,0.7626925511728159,6365.0,8753.0,15284.0,0.4164485736718136,0.5726903951845067,41.64485736718136,57.26903951845067,1.0861031143679725,5405.0,8711.0,14221.0,0.3800717249138597,0.6125448280711624,38.00717249138597,61.25448280711624,0.7383447014977875,-0.18269380134817936,0.6352755469018234,-0.4525817455536416,-3.6376848757953866,3.9854432886655715,-0.34775841287018494
01019,Cherokee County,9745,2306,7298,141,9761,2126,7494,141,10503,1524,8809,170,23.66341713699333,74.88968701898409,1.4468958440225757,21.780555270976336,76.7749206023973,1.4445241266263702,14.510139960011426,83.87127487384556,1.6185851661430068,-1.8828618660169951,1.8852335834132106,-0.0023717173962054527,-7.270415310964911,7.096354271448263,0.17406103951663665,1624.0,10583.0,12301.0,0.1320217868465978,0.8603365580034144,13.20217868465978,86.03365580034144,0.7641655149987798,1553.0,11358.0,12984.0,0.1196087492298213,0.8747689463955638,11.96087492298213,87.47689463955638,0.5622304374614941,-1.307961275351646,2.162380926495871,-0.854419651144227,-1.2413037616776492,1.443238839214942,-0.20193507753728568
